,Type,Studio,Tags,Rating,Release_year
10771,TV   ,Millepensee,"Comedy, Shounen, Gag, School Club, School Life, Short Episodes, Based on a Manga",3.18,2015.0
10780,TV   ,Ajia-do,"Comedy, Seinen, Slice of Life, Chibi, Based on a Manga",3.18,2013.0
10781,Movie,Yamamura Animation,"Abstract, Classical Music, Music",3.18,2016.0
10783,Movie,Toei Animation,"Action, Sci Fi, Shounen, Cyborgs, Based on a Manga",3.18,1966.0
10784,Movie,Sunrise,"Comedy, Shounen, Aliens, Frogs, Non-Human Protagonists, Shorts, Based on a Manga",3.18,2007.0
10788,TV   ,Creators in Pack,"Comedy, Seinen, Slice of Life, Short Episodes, Siblings, Based on a 4-Koma Manga, Based on a Manga",3.18,2015.0
10792,TV   ,Studio DEEN,"Action, Mecha, Sci Fi, War, Original Work",3.18,1997.0
10794,TV   ,Doga Kobo,"Action, Ecchi, Fantasy, Seinen, Superpowers, Based on an Eroge, Based on a Visual Novel, Sexual Content",3.18,2009.0
10797,TV   ,AIC ASTA,"Fantasy, Magical Girl, Henshin Heroes, Magic, Based on an Eroge, Based on a Visual Novel",3.18,2005.0
10801,TV   ,XEBEC,"Action, Fantasy, Island, Based on a Video Game",3.18,2001.0
10802,TV   ,Sunrise,"Action, Mecha, Sci Fi, Military, Political, Original Work",3.18,1998.0
10803,Movie,Ashi Productions,"Action, Sci Fi, Superheroes",3.18,1989.0
10804,Movie,Nihon-Animedia,"Action, Shounen, Family Friendly, Proxy Battles, Based on a Manga",3.18,2002.0
10806,TV   ,EMT Squared,"Comedy, Fantasy, Animal Characteristics, Cheats, Isekai, Iyashikei, Medical, Non-Human Protagonists, Person in a Strange World, Slow Life, Based on a Light Novel",3.18,2021.0
10811,TV   ,ILCA,"Horror, Episodic, Short Episodes, Supernatural, Urban Legend, Original Work",3.18,2017.0
10814,TV   ,Tatsunoko Production,"Action, Shounen, Sports, Cars, Racing, Based on a Manga",3.18,1967.0
10816,TV   ,Studio A-Cat,"Action, Adventure, Fantasy, Gender Bender, Isekai, Magic, MMORPG, Monsters, Person in a Strange World, RPG, Trapped in a Video Game, Based on a Light Novel",3.17,2022.0
10818,TV   ,Asahi Production,"Sports, Coming of Age, Ocean",3.17,2021.0
10821,TV   ,DLE,"Comedy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Pigs, Short Episodes",3.17,2008.0
10829,TV   ,Ashi Productions,"Action, Comedy, Fantasy",3.17,1996.0
10832,TV   ,TMS Entertainment,"Mecha, Sci Fi, Combining Mecha",3.17,1981.0
10833,TV   ,Knack,"Mecha, Sci Fi, Aliens",3.17,1976.0
10844,TV   ,A-1 Pictures,"Comedy, Drama, Mystery, Lawyers, Work Life, Based on a Video Game",3.17,2016.0
10845,TV   ,IMAGIN,"Comedy, Romance, Sci Fi, Shounen, Panty Shots, School Life, Sudden Girlfriend Appearance, Based on a Manga",3.17,2002.0
10847,TV   ,AIC ASTA,"Action, Ecchi, Mecha, Romance, Sci Fi, Aliens, Post-apocalyptic, Original Work",3.17,2003.0
10848,TV   ,Lerche,"Action, Drama, Fantasy, Mystery, Romance, Sci Fi, High Stakes Games, MMORPG, Overpowered Main Characters, RPG, Virtual Reality, Based on a Light Novel",3.17,2018.0
10849,TV   ,Production I.G,"Action, Drama, Mecha, Sci Fi, Original Work",3.17,2007.0
10850,TV   ,Ascension,"Shounen, Card Battles, Family Friendly, Based on a Manga",3.17,2014.0
10854,TV   ,Mushi Production,"Adventure, Drama, Black and White, Feudal Japan, Historical, Based on a Manga",3.17,1968.0
10855,TV   ,Sunrise,"Action, Mecha, Sci Fi, Super Robot",3.17,1996.0
10866,TV   ,ARMS,"Ecchi, Seinen, Slice of Life, Panty Shots, School Life, Based on a Manga",3.17,2006.0
10868,TV   ,MADHOUSE,"Action, Sci Fi, Shounen, Marvel Comics, Superheroes, Superpowers, Based on a Comic Book",3.17,2017.0
10869,Movie,Buemon,"Fantasy, Slice of Life, Anime Tamago, Countryside, Shorts",3.17,2016.0
10873,Movie,Production I.G,"Action, Sci Fi, Shounen, Cyborgs, Superheroes, Based on a Manga, CG Animation",3.17,2012.0
10875,TV   ,Studio DEEN,"Sci Fi, Military, Original Work",3.17,1998.0
10886,TV   ,Eiken,"Slice of Life, Animal Protagonists, Non-Human Protagonists, Short Episodes",3.17,1970.0
10900,Movie,Sunrise,"Action, Mecha, Sci Fi, Military, Real Robot, Recap",3.17,2017.0
10905,Movie,Signal.MD,"Anime Tamago, Mansion, Ninja, Shorts",3.17,2016.0
10908,TV   ,ARMS,"Action, Comedy, Martial Arts, Ninja, Original Work",3.17,2007.0
10910,TV   ,Nippon Animation,"Adventure, Comedy, Historical, Ocean, Based on a Novel",3.17,1974.0
10916,TV   ,Gathering,"Comedy, Ecchi, Gods, Non-Human Protagonists, Salaryman, Supernatural, Based on a Light Novel, Sexual Content",3.17,2011.0
10917,TV   ,Sunrise,"Action, Mecha, Sci Fi, Monster-of-the-week, Super Robot",3.17,1975.0
10921,TV   ,SATELIGHT,"Comedy, Sci Fi, Outer Space",3.17,2006.0
10929,TV   ,Ashi Productions,"Action, Mecha, Sci Fi, Original Work",3.17,1976.0
10934,TV   ,Toei Animation,"Adventure, Shounen, Demons, Monsters, Supernatural, Based on a Manga",3.17,1989.0
10942,TV   ,Toei Animation,"Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Non-Human Protagonists, Rabbits",3.17,1986.0
10946,TV   ,TNK,"Adventure, Comedy, Sci Fi, Sentai, Superheroes, Tokusatsu, Original Work",3.17,2004.0
10950,Movie,Toei Animation,"Action, Mecha, Sci Fi, Shounen, Crossover, Demons, Supernatural, Super Robot, Based on a Manga, Violence",3.17,1973.0
10955,Movie,Toei Animation,"Drama, Romance, Shoujo, America, Idols, Showbiz, Based on a Manga",3.17,1997.0
10963,TV   ,Tatsunoko Production,"Action, Adventure",3.17,1981.0
10969,Movie,Studio Gokumi,"Fantasy, Reincarnation, Reverse Isekai, Original Work",3.17,2019.0
10971,TV   ,Tatsunoko Production,"Action, Adventure, Mecha, Sci Fi, Aliens, Outer Space, Original Work",3.17,1975.0
10974,TV   ,Encourage Films,"Action, Adventure, Fantasy, Shounen, Childhood Friends, Guilds, Isekai, Magic, Monsters, Overpowered Main Characters, Person in a Strange World, Summoned Into Another World, Based on a Light Novel, Violence",3.16,2019.0
10975,TV   ,A-1 Pictures,"Action, Ecchi, Sci Fi, Animeism, Panty Shots, Superpowers, Original Work, Nudity",3.16,2013.0
10979,TV   ,AXsiZ,"Comedy, Romance, Photography, School Life, Original Work",3.16,2017.0
10980,TV   ,XEBEC,"Mecha, Sci Fi, Aliens, Outer Space, Based on a Manga",3.16,2000.0
10983,TV   ,Studio DEEN,"Mystery, Shounen, Detectives, Based on a Manga",3.16,2007.0
10988,TV   ,Shanghai Animation Film Studio,"Action, Animal Protagonists, Anthropomorphic, Cats, Chinese Animation, Non-Human Protagonists, Police",3.16,1984.0
10994,TV   ,Jinni's,"Comedy, Sci Fi, Androids, Non-Human Protagonists, Robots, Short Episodes, CG Animation, Original Work",3.16,2020.0
11003,TV   ,Knack,"Romance, Shoujo, Sports, School Life, Volleyball, Based on a Manga",3.16,1984.0
11012,TV   ,Sunrise,"Action, Comedy, Drama, Family Friendly, Proxy Battles, Tournaments, Original Work",3.16,2001.0
11013,TV   ,Geno Studio,"Seinen, Codependency, Psychic Powers, Psychological, Supernatural, Based on a Manga, Emotional Abuse,, Mature Themes,, Physical Abuse,, Violence",3.16,2020.0
11014,Movie,MADHOUSE,"Adventure, Historical, Based on a Light Novel",3.16,2000.0
11015,TV   ,Daichi Doga,"Horror, Demons, Japanese Mythology, Superheroes, Supernatural, Youkai, Original Work",3.16,1968.0
11025,Movie,Toei Animation,"Magical Girl, Shoujo, Henshin Heroes, Magic, Witches, Based on a Manga",3.16,1990.0
11027,TV   ,AIC,"Horror, Mystery, Lifestyle Change, Psychological, Supernatural, Thriller, Based on a Visual Novel, Violence",3.16,2010.0
11037,TV   ,Telecom Animation Film,"Action, Fantasy, Shounen, Angels, Monsters, Post-apocalyptic, Based on a Manga",3.16,2014.0
11042,TV   ,acca effe,"Comedy, Sci Fi, Slice of Life, Animal Characteristics, Gag, Historical, Magic, Military, Based on a 4-Koma Manga, Based on a Manga",3.16,2019.0
11045,TV   ,DLE,"Comedy, Short Episodes, Work Life",3.16,2015.0
11048,TV   ,C2C,"Comedy, Seinen, Slice of Life, Boarding House, Chibi, Neighbors, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.16,2012.0
11049,TV   ,Summer 2014,"Comedy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Short Episodes",3.16,2014.0
11050,Movie,DLE,"Comedy, Parody, Promotional, Superheroes, Flash Animation, Original Work",3.16,2014.0
11053,TV   ,TMS Entertainment,"Action, Seinen, Demons, Based on a Manga, Explicit Violence",3.16,1998.0
11057,TV   ,Hal Film Maker,"Adventure, Fantasy, Family Friendly, Person in a Strange World, Original Work",3.16,2000.0
11060,TV   ,Studio Gokumi,"Adventure, Fantasy, Based on a Video Game",3.16,2014.0
11061,TV   ,Encourage Films,"Adventure, Fantasy, Magic, Based on a Video Game",3.16,2018.0
11064,TV   ,MADHOUSE,"Drama, Idols, Music, Music School, Original Work, Mature Themes,, Physical Abuse",3.16,2001.0
11065,Movie,Toei Animation,"Magical Girl, Shoujo, Family Friendly, Henshin Heroes, Magic, Shorts, Original Work",3.16,1980.0
11070,Movie,Sunrise,"Mecha, Sci Fi, Combining Mecha, Crossover, Super Robot",3.16,1975.0
11075,Movie,Toei Animation,"Action, Magical Girl, Sci Fi, Androids, Henshin Heroes, Non-Human Protagonists, Robots, Superheroes, Superpowers",3.16,1997.0
11080,Movie,Sunrise,"Drama, Firefighters, Work Life, Based on a Manga",3.16,1999.0
11094,TV   ,Toei Animation,"Fantasy, Aliens, Family Friendly",3.16,1984.0
11095,TV   ,diomedea,"Action, Fantasy, Harem, All-Girls School, School Life, Based on a Light Novel",3.16,2015.0
11097,TV   ,Gift-o`-Animation,"Card Battles, Based on a Card Game",3.16,2021.0
11098,TV   ,Zero-G,"Seinen, Chibi, Idols, Music, Short Episodes, Showbiz, Based on a Manga",3.16,2018.0
11099,TV   ,Studio DEEN,"Adventure, Fantasy, Classical Music, Music, Based on a Manga",3.16,1996.0
11102,Movie,Sanrio,"Adventure, Fantasy, Family Friendly, Greek Mythology",3.16,1979.0
11113,Movie,Tezuka Productions,"Comedy, Black and White, Shorts",3.15,1985.0
11116,Movie,Toei Animation,"Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Western, Based on a Fairy Tale",3.15,1972.0
11118,Movie,Shogakukan Music & Digital Entertainment,"Shounen, Card Battles, Family Friendly, Based on a Manga",3.15,2009.0
11123,TV   ,SILVER LINK.,"Mystery, Sci Fi, Psychological, Serial Killers, Based on a Visual Novel, Violence",3.15,2017.0
11131,TV   ,DLE,"Comedy, Food and Beverage, Short Episodes",3.15,2014.0
11136,Movie,Kyoto Animation,"Comedy, Slice of Life, Animal Protagonists, Birds, Island, Non-Human Protagonists, Shorts, Original Work",3.15,2014.0
11138,Movie,Toei Animation,"Adventure, Drama, Feudal Japan, Forest, Historical, Magic, Melancholy, Siblings, Based on a Novel",3.15,1961.0
11140,Movie,Digital Network Animation,"Drama, Fantasy, Romance, Person in a Strange World, Original Work",3.15,2020.0
11143,TV   ,Shogakukan Music & Digital Entertainment,"Shounen, Card Battles, Family Friendly, Based on a Manga, CG Animation",3.15,2007.0
11145,TV   ,CoMix Wave Films,"Comedy, Coworkers, Journalism, Short Episodes, Work Life",3.15,2017.0
11147,TV   ,AIC,"Drama, Fantasy, Horror, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Melancholy, Orphans, Urban Fantasy, Original Work",3.15,2013.0
11150,Movie,MADHOUSE,"Horror, Mystery, Romance, Sci Fi, Adult Couples, Demons, Noir, Overpowered Main Characters, Based on a Light Novel, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",3.15,1987.0
11156,TV   ,Nippon Animation,"Fantasy, Alice in Wonderland, Based on a Novel",3.15,1983.0
11157,TV   ,LIDEN FILMS,"Action, Drama, Fantasy, Magical Girl, Seinen, Animeism, Contemporary Fantasy, Dark Fantasy, Guns, Henshin Heroes, Magic, Military, Monsters, School Life, Urban Fantasy, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Content",3.15,2019.0
11169,TV   ,TNK,"Fantasy, Mecha, Romance, Shounen, School Life, Based on a Manga",3.15,2007.0
11183,Movie,Toei Animation,Shorts,3.15,2007.0
11187,TV   ,EMT Squared,"Action, Fantasy, Harem, Romance, Cheats, Isekai, Modern Knowledge, Norse Mythology, Person in a Strange World, Summoned Into Another World, War, Based on a Light Novel, Violence",3.15,2018.0
11198,TV   ,acca effe,"Comedy, Sci Fi, Slice of Life, Animal Characteristics, Gag, Historical, Magic, Military",3.15,2021.0
11201,Movie,Visual Works,"Action, Sci Fi, Post-apocalyptic, Based on a Video Game, CG Animation",3.15,2001.0
11203,TV   ,Hoods Entertainment,"Action, Ecchi, Shounen, Borderline H, Fetish, Panty Shots, Russia, Supernatural, Superpowers, Based on a Manga, Explicit Sex,, Mature Themes,, Physical Abuse,, Sexual Abuse",3.15,2010.0
11205,TV   ,SATELIGHT,"Action, Sci Fi, Aviation, Military, Based on a Light Novel",3.15,2019.0
11208,TV   ,Actas,"Ecchi, Romance, Sci Fi, Military, Original Work",3.15,2006.0
11212,TV   ,DLE,"Comedy, Educational, Parody, Short Episodes, Original Work",3.15,2021.0
11213,TV   ,OLM,"Comedy, Ecchi, Sci Fi, Slice of Life, Androids, Interspecies Relationship, Non-Human Protagonists, Robots, Original Work",3.15,2001.0
11217,TV   ,feel.,"Drama, Harem, Mystery, Romance, Amnesia, Island, Time Travel, Based on a Visual Novel",3.15,2018.0
11218,TV   ,Toei Animation,"Magical Girl, Romance, Henshin Heroes, Magic, Mermaids, Based on a Fairy Tale",3.15,1970.0
11219,TV   ,A.C.G.T,"Drama, Slice of Life, Episodic, Based on a Manga",3.15,2003.0
11227,TV   ,Synergy SP,"Comedy, Shoujo, Slice of Life, Childcare, Demons, Short Episodes, Supernatural, Based on a Manga",3.15,2011.0
11232,TV   ,Seven Arcs,"Drama, Romance, Idols, Based on an Eroge, Based on a Visual Novel",3.15,2009.0
11235,TV   ,Tatsunoko Production,"Sci Fi, Original Work",3.15,1987.0
11244,TV   ,WIT Studio,"Action, Adventure, Comedy, Superpowers, Original Work",3.15,2015.0
11245,TV   ,Studio DEEN,"Comedy, Fantasy, Slice of Life, Anthropomorphic, Food Protagonists, Non-Human Protagonists, Short Episodes, Based on a Mobile Game",3.15,2016.0
11253,TV   ,Tsuburaya Productions,"Adventure, Sci Fi, Family Friendly, Kaijuu, Monsters, Short Episodes, Superheroes, Tokusatsu",3.15,1986.0
11256,TV   ,Picture Magic,"Comedy, Seinen, Slice of Life, Japanese Mythology, Pets, Short Episodes, Youkai, Based on a Manga",3.15,2004.0
11257,TV   ,Production IMS,"Comedy, Shounen, Slice of Life, Alcohol, Boarding House, Food and Beverage, Neighbors, Based on a Manga",3.14,2018.0
11260,TV   ,TYO Animations,"Action, Mecha, Sci Fi, Based on an Eroge, Based on a Visual Novel",3.14,2021.0
11261,Movie,Toei Animation,"Adventure, Fantasy, Magic, Original Work",3.14,1968.0
11264,TV   ,Kachidoki Studio,"Fantasy, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists",3.14,2015.0
11272,TV   ,Toei Animation,"Comedy, Slice of Life, Educational, Person in a Strange World, Short Episodes, Original Work",3.14,2010.0
11274,TV   ,BN Pictures,"Sci Fi, Age Transformation, Body Sharing, Dancing, Family Friendly, Non-Human Protagonists, Robots, Original Work",3.14,2015.0
11275,TV   ,Yaoyorozu,"Adventure, Drama, Sci Fi, Amnesia, Island, Non-Human Protagonists, Post-apocalyptic, Siblings, Survival, CG Animation, Original Work",3.14,2019.0
11277,TV   ,Studio DEEN,"Action, Sci Fi, Mercenaries, Based on a Manga",3.14,1997.0
11289,TV   ,Toei Animation,"Adventure, Sci Fi, Insects, Based on a Manga",3.14,1973.0
11292,TV   ,Nomad,"Comedy, Ecchi, Magic, Based on a Light Novel",3.14,2009.0
11307,Movie,MADHOUSE,"BL, Drama, Romance, Shoujo, Shounen-ai, Idols, LGBT Themes, Based on a Manga, Sexual Content",3.14,1992.0
11310,TV   ,Tezuka Productions,"Drama, Romance, Feudal Japan, noitaminA, Based on a Novel, Sexual Content",3.14,2009.0
11312,TV   ,OLM,"Action, Mecha, Sci Fi",3.14,2021.0
11313,TV   ,Wao World,"Comedy, Otaku Culture, School Club, School Life, Original Work",3.14,2017.0
11318,TV   ,Magic Bus,"Adventure, Comedy, Journey to the West, Parody, Based on a Novel",3.14,2005.0
11323,Movie,Production I.G,"Action, Mystery, Sci Fi, Thriller, Based on a Novel, Violence",3.14,2010.0
11324,TV   ,Actas,"Action, Mecha, Sci Fi, Combining Mecha, Non-Human Protagonists, Robots, Sentient Mecha, Super Robot, Transforming Mecha, War",3.14,2004.0
11325,Movie,POLYGON PICTURES,"Sci Fi, Cyberpunk, Based on a Novel, CG Animation, Violence",3.14,2019.0
11330,TV   ,Studio DEEN,"Adventure, Fantasy, Shounen, Based on a Manga",3.14,1999.0
11331,TV   ,Fall 2006,"Comedy, Shounen, Animal Protagonists, Anthropomorphic, Cats, Food and Beverage, Non-Human Protagonists, Restaurants, Short Episodes, Work Life, Based on a 4-Koma Manga, Based on a Manga, Flash Animation",3.14,2006.0
11333,TV   ,Studio Hibari,"Action, Drama, Shounen, Guns, School Life, Supernatural, Based on a Manga",3.14,2007.0
11336,TV   ,Tatsunoko Production,"Comedy, Fantasy, Magic, Original Work",3.14,2006.0
11351,TV   ,XEBEC,"Comedy, Ecchi, Shounen, Sports, Panty Shots, Tennis, Based on a Manga, Nudity",3.14,2011.0
11353,TV   ,C2C,"Slice of Life, Sports",3.14,2021.0
11356,TV   ,Tezuka Productions,"Action, 16th Century, Feudal Japan, Historical, Based on a Video Game",3.14,2015.0
11357,TV   ,Fall 2017,"Comedy, Fantasy, Animal Protagonists, Non-Human Protagonists, Short Episodes, Stop Motion Animation, Original Work",3.14,2017.0
11361,TV   ,Nippon Animation,"Adventure, Comedy, Drama, Cars, Family Friendly, Short Episodes",3.14,1985.0
11366,TV   ,PP Project,"Comedy, Romance, Slice of Life, School Life, Based on an Eroge, Based on a Visual Novel, Nudity",3.14,1999.0
11367,TV   ,Monster's Egg,"Comedy, Dancing, Short Episodes, CG Animation",3.14,2019.0
11369,TV   ,Japan Vistec,"Card Battles, Family Friendly, Proxy Battles",3.14,2009.0
11373,TV   ,J.C.Staff,"Comedy, Ecchi, Romance, Seinen, Slice of Life, Love Triangle, Short Episodes, Based on a Manga, Nudity",3.14,1998.0
11377,TV   ,Toei Animation,"Magical Girl, Henshin Heroes, Magic, Ninja, Based on a Manga",3.14,1971.0
11387,TV   ,Assez Finaud Fabric.,"Comedy, Anthropomorphic, Educational, Non-Human Protagonists, Short Episodes, Based on a Manga",3.14,2015.0
11390,TV   ,XEBEC,"Mecha, Sci Fi, Military, Real Robot, War, Original Work, Violence",3.14,2014.0
11394,TV   ,Mushi Production,"Adventure, Fantasy, Shoujo, Based on a Manga",3.14,1967.0
11399,TV   ,BN Pictures,"Dancing, Family Friendly, Tournaments, Original Work",3.14,2014.0
11401,TV   ,LIDEN FILMS,"Shounen, Sports, Soccer, Based on a Manga",3.14,2021.0
11403,TV   ,NAZ,"BL, Mystery, Sci Fi, Shounen-ai, Cyberpunk, Virtual Reality, Based on an Eroge, Based on a Visual Novel",3.14,2014.0
11419,TV   ,Shogakukan Music & Digital Entertainment,"Shounen, Card Battles, Family Friendly, Based on a Manga, CG Animation",3.13,2010.0
11422,Movie,A-1 Pictures,"Slice of Life, Anime Tamago, Shorts, Original Work",3.13,2014.0
11424,TV   ,Nexus,"Action, Mecha, Sci Fi, Animeism, Original Work",3.13,2019.0
11428,Movie,Toei Animation,"Action, Drama, Mecha, Mystery, Sci Fi, Revenge, Based on a Manga",3.13,1969.0
11429,TV   ,MADHOUSE,"Action, Sci Fi, Shounen, Family Friendly, Monsters, Proxy Battles, Based on a Manga",3.13,2003.0
11433,TV   ,Telecom Animation Film,"Action, Sci Fi, MMORPG, School Life, Based on a Video Game",3.13,2016.0
11440,TV   ,Kokusai Eigasha,"Comedy, Aliens, Non-Human Protagonists",3.13,1983.0
11443,TV   ,XEBEC M2,"Comedy, Fantasy, Romance, Seinen, Slice of Life, Japanese Mythology, Monster Girls, Monster School, School Life, Based on a Light Novel",3.13,2005.0
11449,TV   ,Kachidoki Studio,"Fantasy, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Short Episodes",3.13,2014.0
11450,TV   ,Wao World,"Adventure, Sci Fi, Educational, Historical, Time Travel, Original Work",3.13,2016.0
11462,TV   ,ALBACROW,"Sports, Basketball, Disability, Running, Short Episodes, Swimming, Track and Field",3.13,2020.0
11463,TV   ,Ashi Productions,"Action, Mecha, Sci Fi, Aliens, Transforming Mecha, Original Work",3.13,1986.0
11467,TV   ,Studio DEEN,"Sci Fi, Superpowers, Original Work",3.13,2007.0
